1001,-0.2491,0.0000,-0.4200
1002,-0.2474,0.0000,-0.4597
1003,-0.2429,0.0000,-0.5655
1004,-0.2385,0.0000,-0.6713
1005,-0.2341,0.0000,-0.7772
1006,-0.2298,0.0000,-0.8829
1007,-0.2254,0.0000,-0.9887
1008,-0.2212,0.0000,-1.0943
1009,-0.2170,0.0000,-1.1997
1010,-0.2128,0.0000,-1.3050
1011,-0.2086,0.0000,-1.4100
1012,-0.2045,0.0000,-1.5146
1013,-0.2005,0.0000,-1.6191
1014,-0.1965,0.0000,-1.7231
1015,-0.1925,0.0000,-1.8266
1016,-0.1886,0.0000,-1.9299
1017,-0.1848,0.0000,-2.0326
1018,-0.1810,0.0000,-2.1347
1019,-0.1772,0.0000,-2.2365
1020,-0.1735,0.0000,-2.3376
1021,-0.1699,0.0000,-2.4381
1022,-0.1663,0.0000,-2.5381
1023,-0.1627,0.0000,-2.6375
1024,-0.1592,0.0000,-2.7362
1025,-0.1558,0.0000,-2.8344
1026,-0.1524,0.0000,-2.9319
1027,-0.1490,0.0000,-3.0288
1028,-0.1457,0.0000,-3.1251
1029,-0.1424,0.0000,-3.2206
1030,-0.1392,0.0000,-3.3155
1031,-0.1361,0.0000,-3.4099
1032,-0.1330,0.0000,-3.5036
1033,-0.1299,0.0000,-3.5965
1034,-0.1269,0.0000,-3.6890
1035,-0.1239,0.0000,-3.7808
1036,-0.1210,0.0000,-3.8719
1037,-0.1181,0.0000,-3.9625
1038,-0.1153,0.0000,-4.0524
1039,-0.1125,0.0000,-4.1417
1040,-0.1097,0.0000,-4.2305
1041,-0.1070,0.0000,-4.3186
1042,-0.1044,0.0000,-4.4061
1043,-0.1017,0.0000,-4.4931
1044,-0.0992,0.0000,-4.5794
1045,-0.0966,0.0000,-4.6650
1046,-0.0942,0.0000,-4.7500
1047,-0.0917,0.0000,-4.8344
1048,-0.0893,0.0000,-4.9181
1049,-0.0869,0.0000,-5.0012
1050,-0.0846,0.0000,-5.0835
1051,-0.0824,0.0000,-5.1652
1052,-0.0801,0.0000,-5.2463
1053,-0.0779,0.0000,-5.3266
1054,-0.0758,0.0000,-5.4062
1055,-0.0737,0.0000,-5.4852
1056,-0.0716,0.0000,-5.5635
1057,-0.0696,0.0000,-5.6411
1058,-0.0676,0.0000,-5.7180
1059,-0.0656,0.0000,-5.7943
1060,-0.0637,0.0000,-5.8698
1061,-0.0618,0.0000,-5.9447
1062,-0.0600,0.0000,-6.0190
1063,-0.0582,0.0000,-6.0925
1064,-0.0564,0.0000,-6.1654
1065,-0.0547,0.0000,-6.2377
1066,-0.0530,0.0000,-6.3092
1067,-0.0513,0.0000,-6.3801
1068,-0.0497,0.0000,-6.4503
1069,-0.0481,0.0000,-6.5197
1070,-0.0465,0.0000,-6.5886
1071,-0.0450,0.0000,-6.6566
1072,-0.0435,0.0000,-6.7240
1073,-0.0421,0.0000,-6.7907
1074,-0.0406,0.0000,-6.8566
1075,-0.0392,0.0000,-6.9217
1076,-0.0379,0.0000,-6.9862
1077,-0.0366,0.0000,-7.0499
1078,-0.0353,0.0000,-7.1128
1079,-0.0340,0.0000,-7.1751
1080,-0.0328,0.0000,-7.2366
1081,-0.0316,0.0000,-7.2973
1082,-0.0304,0.0000,-7.3574
1083,-0.0293,0.0000,-7.4168
1084,-0.0282,0.0000,-7.4753
1085,-0.0271,0.0000,-7.5333
1086,-0.0261,0.0000,-7.5905
1087,-0.0250,0.0000,-7.6469
1088,-0.0241,0.0000,-7.7027
1089,-0.0231,0.0000,-7.7578
1090,-0.0221,0.0000,-7.8121
1091,-0.0212,0.0000,-7.8658
1092,-0.0204,0.0000,-7.9188
1093,-0.0195,0.0000,-7.9709
1094,-0.0187,0.0000,-8.0224
1095,-0.0179,0.0000,-8.0731
1096,-0.0171,0.0000,-8.1230
1097,-0.0163,0.0000,-8.1722
1098,-0.0156,0.0000,-8.2207
1099,-0.0149,0.0000,-8.2683
1100,-0.0142,0.0000,-8.3152
1101,-0.0135,0.0000,-8.3613
1102,-0.0129,0.0000,-8.4066
1103,-0.0123,0.0000,-8.4512
1104,-0.0117,0.0000,-8.4950
1105,-0.0111,0.0000,-8.5380
1106,-0.0105,0.0000,-8.5802
1107,-0.0100,0.0000,-8.6217
1108,-0.0095,0.0000,-8.6624
1109,-0.0090,0.0000,-8.7024
1110,-0.0085,0.0000,-8.7416
1111,-0.0081,0.0000,-8.7800
1112,-0.0076,0.0000,-8.8178
1113,-0.0072,0.0000,-8.8547
1114,-0.0068,0.0000,-8.8909
1115,-0.0064,0.0000,-8.9264
1116,-0.0061,0.0000,-8.9610
1117,-0.0057,0.0000,-8.9948
1118,-0.0054,0.0000,-9.0279
1119,-0.0051,0.0000,-9.0602
1120,-0.0048,0.0000,-9.0916
1121,-0.0045,0.0000,-9.1223
1122,-0.0042,0.0000,-9.1522
1123,-0.0040,0.0000,-9.1811
1124,-0.0037,0.0000,-9.2094
1125,-0.0035,0.0000,-9.2367
1126,-0.0033,0.0000,-9.2632
1127,-0.0031,0.0000,-9.2890
1128,-0.0029,0.0000,-9.3138
1129,-0.0027,0.0000,-9.3378
1130,-0.0026,0.0000,-9.3611
1131,-0.0024,0.0000,-9.3835
1132,-0.0023,0.0000,-9.4050
1133,-0.0021,0.0000,-9.4257
1134,-0.0020,0.0000,-9.4456
1135,-0.0019,0.0000,-9.4645
1136,-0.0018,0.0000,-9.4827
1137,-0.0017,0.0000,-9.5001
1138,-0.0016,0.0000,-9.5165
1139,-0.0015,0.0000,-9.5322
1140,-0.0014,0.0000,-9.5469
1141,-0.0014,0.0000,-9.5607
1142,-0.0013,0.0000,-9.5738
1143,-0.0013,0.0000,-9.5859
1144,-0.0012,0.0000,-9.5971
1145,-0.0012,0.0000,-9.6075
1146,-0.0011,0.0000,-9.6169
1147,-0.0011,0.0000,-9.6255
1148,-0.0011,0.0000,-9.6332
1149,-0.0010,0.0000,-9.6399
1150,-0.0010,0.0000,-9.6458
1151,-0.0010,-0.0000,-9.6508
1152,-0.0010,-0.0000,-9.6548
1153,-0.0010,-0.0000,-9.6579
1154,-0.0009,-0.0000,-9.6602
1155,-0.0009,-0.0000,-9.6616
1156,-0.0009,-0.0000,-9.6620
1157,-0.0009,-0.0000,-9.6616
1158,-0.0009,-0.0000,-9.6602
1159,-0.0009,-0.0000,-9.6579
1160,-0.0009,-0.0000,-9.6548
1161,-0.0008,-0.0000,-9.6508
1162,-0.0008,-0.0000,-9.6458
1163,-0.0008,-0.0000,-9.6399
1164,-0.0008,-0.0000,-9.6332
1165,-0.0007,-0.0000,-9.6255
1166,-0.0007,-0.0000,-9.6170
1167,-0.0007,-0.0000,-9.6076
1168,-0.0006,-0.0000,-9.5972
1169,-0.0006,-0.0000,-9.5860
1170,-0.0005,-0.0000,-9.5739
1171,-0.0005,-0.0000,-9.5609
1172,-0.0004,-0.0000,-9.5471
1173,-0.0003,-0.0000,-9.5323
1174,-0.0002,-0.0000,-9.5166
1175,-0.0002,-0.0000,-9.5002
1176,-0.0001,-0.0000,-9.4828
1177,0.0001,-0.0000,-9.4646
1178,0.0002,-0.0000,-9.4456
1179,0.0003,-0.0000,-9.4257
1180,0.0004,-0.0000,-9.4048
1181,0.0006,-0.0000,-9.3833
1182,0.0007,-0.0000,-9.3609
1183,0.0009,-0.0000,-9.3376
1184,0.0011,-0.0000,-9.3136
1185,0.0013,-0.0000,-9.2887
1186,0.0015,-0.0000,-9.2630
1187,0.0017,-0.0000,-9.2365
1188,0.0019,-0.0000,-9.2092
1189,0.0021,-0.0000,-9.1810
1190,0.0024,-0.0000,-9.1521
1191,0.0027,-0.0000,-9.1224
1192,0.0029,-0.0000,-9.0918
1193,0.0032,-0.0000,-9.0604
1194,0.0036,-0.0000,-9.0282
1195,0.0039,-0.0000,-8.9952
1196,0.0042,-0.0000,-8.9614
1197,0.0046,-0.0000,-8.9268
1198,0.0050,-0.0000,-8.8914
1199,0.0054,-0.0000,-8.8552
1200,0.0058,-0.0000,-8.8182
1201,0.0062,-0.0000,-8.7803
1202,0.0067,-0.0000,-8.7418
1203,0.0072,-0.0000,-8.7025
1204,0.0077,-0.0000,-8.6624
1205,0.0082,-0.0000,-8.6216
1206,0.0087,-0.0000,-8.5800
1207,0.0093,-0.0000,-8.5376
1208,0.0098,-0.0000,-8.4946
1209,0.0104,-0.0000,-8.4508
1210,0.0110,-0.0000,-8.4062
1211,0.0117,-0.0000,-8.3609
1212,0.0123,-0.0000,-8.3149
1213,0.0130,-0.0000,-8.2681
1214,0.0137,-0.0000,-8.2206
1215,0.0145,-0.0000,-8.1723
1216,0.0152,-0.0000,-8.1232
1217,0.0160,-0.0000,-8.0734
1218,0.0168,-0.0000,-8.0228
1219,0.0177,-0.0000,-7.9714
1220,0.0185,-0.0000,-7.9193
1221,0.0194,-0.0000,-7.8664
1222,0.0203,-0.0000,-7.8127
1223,0.0212,-0.0000,-7.7584
1224,0.0222,-0.0000,-7.7033
1225,0.0232,-0.0000,-7.6474
1226,0.0242,-0.0000,-7.5908
1227,0.0253,-0.0000,-7.5335
1228,0.0264,-0.0000,-7.4754
1229,0.0275,-0.0000,-7.4167
1230,0.0286,-0.0000,-7.3572
1231,0.0298,-0.0000,-7.2970
1232,0.0310,-0.0000,-7.2362
1233,0.0322,-0.0000,-7.1747
1234,0.0335,-0.0000,-7.1124
1235,0.0347,-0.0000,-7.0495
1236,0.0361,-0.0000,-6.9859
1237,0.0374,-0.0000,-6.9215
1238,0.0388,-0.0000,-6.8565
1239,0.0402,-0.0000,-6.7907
1240,0.0417,-0.0000,-6.7241
1241,0.0432,-0.0000,-6.6569
1242,0.0447,-0.0000,-6.5889
1243,0.0462,-0.0000,-6.5202
1244,0.0478,-0.0000,-6.4508
1245,0.0495,-0.0000,-6.3807
1246,0.0511,-0.0000,-6.3097
1247,0.0528,-0.0000,-6.2382
1248,0.0545,-0.0000,-6.1659
1249,0.0563,-0.0000,-6.0929
1250,0.0581,-0.0000,-6.0192
1251,0.0600,-0.0000,-5.9449
1252,0.0619,-0.0000,-5.8698
1253,0.0638,-0.0000,-5.7941
1254,0.0657,-0.0000,-5.7177
1255,0.0677,-0.0000,-5.6406
1256,0.0698,-0.0000,-5.5630
1257,0.0718,-0.0000,-5.4846
1258,0.0740,-0.0000,-5.4055
1259,0.0761,-0.0000,-5.3259
1260,0.0783,-0.0000,-5.2455
1261,0.0805,-0.0000,-5.1644
1262,0.0828,-0.0000,-5.0828
1263,0.0851,-0.0000,-5.0004
1264,0.0875,-0.0000,-4.9173
1265,0.0899,-0.0000,-4.8336
1266,0.0923,-0.0000,-4.7491
1267,0.0948,-0.0000,-4.6640
1268,0.0974,-0.0000,-4.5782
1269,0.0999,-0.0000,-4.4918
1270,0.1026,-0.0000,-4.4046
1271,0.1052,-0.0000,-4.3169
1272,0.1079,-0.0000,-4.2284
1273,0.1107,-0.0000,-4.1393
1274,0.1135,-0.0000,-4.0496
1275,0.1163,-0.0000,-3.9592
1276,0.1192,-0.0000,-3.8682
1277,0.1222,-0.0000,-3.7766
1278,0.1251,-0.0000,-3.6844
1279,0.1282,-0.0000,-3.5915
1280,0.1312,-0.0000,-3.4982
1281,0.1344,-0.0000,-3.4042
1282,0.1375,-0.0000,-3.3095
1283,0.1407,-0.0000,-3.2144
1284,0.1440,-0.0000,-3.1186
1285,0.1473,-0.0000,-3.0221
1286,0.1507,-0.0000,-2.9252
1287,0.1541,-0.0000,-2.8276
1288,0.1575,-0.0000,-2.7294
1289,0.1610,-0.0000,-2.6307
1290,0.1646,-0.0000,-2.5314
1291,0.1682,-0.0000,-2.4314
1292,0.1718,-0.0000,-2.3310
1293,0.1755,-0.0000,-2.2301
1294,0.1793,-0.0000,-2.1285
1295,0.1831,-0.0000,-2.0266
1296,0.1869,-0.0000,-1.9241
1297,0.1908,-0.0000,-1.8212
1298,0.1948,-0.0000,-1.7179
1299,0.1988,-0.0000,-1.6142
1300,0.2028,-0.0000,-1.5101
1301,0.2069,-0.0000,-1.4057
1302,0.2110,-0.0000,-1.3011
1303,0.2152,-0.0000,-1.1961
1304,0.2194,-0.0000,-1.0911
1305,0.2237,-0.0000,-0.9858
1306,0.2280,-0.0000,-0.8804
1307,0.2323,-0.0000,-0.7750
1308,0.2367,-0.0000,-0.6695
1309,0.2411,-0.0000,-0.5640
1310,0.2456,-0.0000,-0.4586
1311,0.2472,-0.0000,-0.4191
10001,-0.0000,-0.0000,-0.0000
10002,0.0703,0.0034,-0.1151
10003,0.1385,0.0067,-0.2255
10004,0.2046,0.0098,-0.3311
10005,0.2686,0.0128,-0.4320
10006,0.3306,0.0157,-0.5281
10007,0.3905,0.0184,-0.6195
10008,0.4483,0.0210,-0.7062
10009,0.5040,0.0235,-0.7882
10010,0.5576,0.0258,-0.8654
10011,0.6092,0.0280,-0.9379
10012,0.6586,0.0301,-1.0058
10013,0.7060,0.0320,-1.0689
10014,0.7512,0.0338,-1.1274
10015,0.7944,0.0354,-1.1811
10016,0.8354,0.0370,-1.2302
10017,0.8744,0.0383,-1.2746
10018,0.9112,0.0396,-1.3143
10019,0.9459,0.0407,-1.3493
10020,0.9785,0.0416,-1.3797
10021,1.0090,0.0425,-1.4054
10022,1.0374,0.0432,-1.4265
10023,1.0637,0.0437,-1.4429
10024,1.0878,0.0441,-1.4547
10025,1.1098,0.0444,-1.4619
10026,1.1297,0.0446,-1.4644
10027,1.1475,0.0446,-1.4623
10028,1.1631,0.0444,-1.4555
10029,1.1766,0.0441,-1.4442
10030,1.1880,0.0437,-1.4282
10031,1.1973,0.0432,-1.4076
10032,1.2044,0.0425,-1.3824
10033,1.2093,0.0417,-1.3527
10034,1.2122,0.0407,-1.3183
10035,1.2128,0.0396,-1.2794
10036,1.2114,0.0384,-1.2358
10037,1.2078,0.0370,-1.1877
10038,1.2020,0.0354,-1.1351
10039,1.1941,0.0338,-1.0778
10040,1.1840,0.0320,-1.0160
10041,1.1718,0.0300,-0.9497
10042,1.1574,0.0280,-0.8788
10043,1.1409,0.0257,-0.8033
10044,1.1222,0.0234,-0.7233
10045,1.1013,0.0209,-0.6388
10046,1.0783,0.0182,-0.5498
10047,1.0531,0.0154,-0.4562
10048,1.0257,0.0125,-0.3582
10049,0.9964,0.0094,-0.2560
10050,0.9661,0.0058,-0.1517
10051,0.9410,-0.0000,-0.0585
10052,0.8884,0.0787,-0.3277
10053,0.7840,0.2246,-0.8653
10054,0.6838,0.3655,-1.3956
10055,0.5886,0.5014,-1.9161
10056,0.4981,0.6323,-2.4271
10057,0.4121,0.7582,-2.9286
10058,0.3306,0.8792,-3.4210
10059,0.2535,0.9952,-3.9040
10060,0.1807,1.1065,-4.3776
10061,0.1122,1.2130,-4.8416
10062,0.0480,1.3148,-5.2955
10063,-0.0118,1.4120,-5.7386
10064,-0.0643,1.5050,-6.1727
10065,-0.1129,1.5938,-6.5948
10066,-0.1599,1.6782,-7.0038
10067,-0.2030,1.7585,-7.4027
10068,-0.2424,1.8345,-7.7915
10069,-0.2782,1.9063,-8.1701
10070,-0.3104,1.9740,-8.5385
10071,-0.3391,2.0376,-8.8960
10072,-0.3624,2.0976,-9.2441
10073,-0.3826,2.1539,-9.5802
10074,-0.4010,2.2064,-9.9037
10075,-0.4164,2.2554,-10.2171
10076,-0.4288,2.3007,-10.5202
10077,-0.4384,2.3426,-10.8131
10078,-0.4453,2.3810,-11.0956
10079,-0.4494,2.4160,-11.3673
10080,-0.4498,2.4482,-11.6288
10081,-0.4478,2.4777,-11.8780
10082,-0.4441,2.5041,-12.1150
10083,-0.4382,2.5278,-12.3416
10084,-0.4302,2.5489,-12.5578
10085,-0.4201,2.5673,-12.7636
10086,-0.4080,2.5834,-12.9588
10087,-0.3941,2.5971,-13.1429
10088,-0.3779,2.6090,-13.3165
10089,-0.3601,2.6193,-13.4777
10090,-0.3410,2.6278,-13.6270
10091,-0.3204,2.6347,-13.7656
10092,-0.2986,2.6402,-13.8936
10093,-0.2755,2.6445,-14.0108
10094,-0.2514,2.6476,-14.1170
10095,-0.2262,2.6498,-14.2119
10096,-0.1999,2.6515,-14.2959
10097,-0.1729,2.6527,-14.3681
10098,-0.1453,2.6534,-14.4288
10099,-0.1171,2.6538,-14.4787
10100,-0.0885,2.6539,-14.5175
10101,-0.0595,2.6540,-14.5453
10102,-0.0303,2.6540,-14.5621
10103,-0.0010,2.6540,-14.5677
10104,0.0284,2.6540,-14.5622
10105,0.0576,2.6539,-14.5455
