14.322608 -4.988045 14.240707 -0.510336 14.240707 10.134675 14.322608 3.341001 14.219387 -3.470972 14.219387 2.914742 14.219387 -36.653738 14.240707 25.179430 14.240707 453.871676 14.219387 0.943726 14.322608 3.748525 14.322608 -7.074930 14.219387 -11.999696 14.240707 -2.327888 14.240707 173.738895 14.219387 -2.272227 14.322608 -0.051468 14.322608 2.062587
7.163313 -2.395881 7.175664 -0.408370 7.175664 3.080053 7.163313 0.650390 7.160092 -2.543040 7.160092 0.323316 7.160092 -16.401686 7.175664 12.182225 7.175664 115.170865 7.160092 0.265735 7.163313 2.745040 7.163313 -2.135408 7.160092 -6.062263 7.175664 -1.027903 7.175664 43.974936 7.160092 -0.638657 7.163313 0.005815 7.163313 0.534771
4.435594 -1.586650 4.468515 -0.381132 4.468515 1.115717 4.435594 0.312165 4.464962 -1.153514 4.464962 0.018261 4.464962 -10.430790 4.468515 8.150814 4.468515 45.193116 4.464962 0.093086 4.435594 1.869798 4.435594 -1.391852 4.464962 -3.735787 4.468515 -0.560468 4.468515 17.125330 4.464962 -0.250667 4.435594 0.026677 4.435594 0.218683
3.259075 -1.205079 3.225473 -0.256190 3.225473 0.621526 3.259075 0.177738 3.214551 -0.899683 3.214551 0.119433 3.214551 -7.489734 3.225473 5.927378 3.225473 23.757109 3.214551 0.023224 3.259075 1.580592 3.259075 -0.723441 3.214551 -2.689056 3.225473 -0.409147 3.225473 8.890945 3.214551 -0.104077 3.259075 0.016305 3.259075 0.149322
2.539135 -0.969121 2.535273 -0.148293 2.535273 0.343549 2.539135 0.123728 2.546437 -0.707226 2.546437 0.070842 2.546437 -6.036182 2.535273 4.669739 2.535273 15.039007 2.546437 -0.082776 2.539135 1.247715 2.539135 -0.420833 2.546437 -2.116439 2.535273 -0.297195 2.535273 5.514236 2.546437 -0.073189 2.539135 0.000144 2.539135 0.114344
2.096162 -0.831224 2.102291 -0.115942 2.102291 0.208472 2.096162 0.097743 2.106395 -0.557941 2.106395 0.040076 2.106395 -5.027400 2.102291 3.798946 2.102291 10.376258 2.106395 0.027442 2.096162 1.104661 2.096162 -0.340817 2.106395 -1.763974 2.102291 -0.230594 2.102291 3.782243 2.106395 -0.029773 2.096162 -0.007008 2.096162 0.088324
1.785567 -0.755259 1.777693 -0.124607 1.777693 0.180359 1.785567 0.080304 1.777211 -0.457441 1.777211 0.013449 1.777211 -4.219961 1.777693 3.175467 1.777693 7.718253 1.777211 -0.039946 1.785567 1.011021 1.785567 -0.244257 1.777211 -1.491252 1.777693 -0.202231 1.777693 2.705670 1.777211 -0.009250 1.785567 -0.015563 1.785567 0.079585
1.426451 -0.687805 1.424507 -0.088133 1.424507 0.114923 1.426451 0.069973 1.419464 -0.402682 1.419464 0.040475 1.419464 -3.504095 1.424507 2.680248 1.424507 5.152688 1.419464 0.004676 1.426451 0.870192 1.426451 -0.040091 1.419464 -1.204957 1.424507 -0.163371 1.424507 1.731434 1.419464 0.009921 1.426451 -0.028872 1.426451 0.059675
11.475439 -3.366102 11.377545 -1.579328 11.377545 5.971085 11.475439 1.401734 11.397760 -3.357780 11.397760 0.960502 11.397760 -25.502015 11.377545 23.914356 11.377545 279.170319 11.397760 1.888667 11.475439 5.039842 11.475439 -4.551025 11.397760 -9.535338 11.377545 -1.593727 11.377545 110.767256 11.397760 -1.624191 11.475439 0.061606 11.475439 1.382751
5.731136 -1.770572 5.732336 -0.571701 5.732336 1.416464 5.731136 0.482717 5.738838 -1.590020 5.738838 0.366710 5.738838 -12.923320 5.732336 12.626771 5.732336 73.155347 5.738838 0.008303 5.731136 2.724246 5.731136 -1.444040 5.738838 -4.777333 5.732336 -0.716949 5.732336 28.044324 5.738838 -0.377548 5.731136 0.039597 5.731136 0.365756
3.552143 -1.145971 3.587539 -0.198897 3.587539 0.568491 3.552143 0.177760 3.584452 -1.014189 3.584452 0.132963 3.584452 -8.602673 3.587539 7.778455 3.587539 29.105212 3.584452 0.258053 3.552143 1.602492 3.552143 -0.681708 3.584452 -2.994254 3.587539 -0.400684 3.587539 10.985766 3.584452 -0.149783 3.552143 0.016022 3.552143 0.171409
2.607052 -0.868623 2.588407 -0.115285 2.588407 0.263056 2.607052 0.115808 2.591797 -0.673203 2.591797 0.061560 2.591797 -5.973380 2.588407 5.224884 2.588407 15.185256 2.591797 0.321178 2.607052 1.331174 2.607052 -0.409950 2.591797 -2.157557 2.588407 -0.264251 2.588407 5.696203 2.591797 -0.061607 2.607052 -0.003955 2.607052 0.121239
2.035599 -0.674489 2.034778 -0.123557 2.034778 0.172319 2.035599 0.091940 2.040004 -0.566349 2.040004 0.053886 2.040004 -4.932876 2.034778 4.181214 2.034778 9.788377 2.040004 0.281777 2.035599 1.191564 2.035599 -0.188332 2.040004 -1.693728 2.034778 -0.210925 2.034778 3.529970 2.040004 -0.031024 2.035599 -0.014929 2.035599 0.094910
1.676220 -0.564658 1.684317 -0.105695 1.684317 0.158526 1.676220 0.069487 1.686688 -0.454766 1.686688 0.020512 1.686688 -4.272948 1.684317 3.394949 1.684317 6.982162 1.686688 0.170422 1.676220 1.028234 1.676220 -0.120587 1.686688 -1.405417 1.684317 -0.187265 1.684317 2.431573 1.686688 -0.017523 1.676220 -0.019533 1.676220 0.078810
1.421145 -0.494260 1.426477 -0.059736 1.426477 0.113427 1.421145 0.070797 1.422947 -0.381087 1.422947 0.031105 1.422947 -3.664582 1.426477 2.724252 1.426477 5.216178 1.422947 0.095863 1.421145 0.850598 1.421145 -0.036841 1.422947 -1.186852 1.426477 -0.165880 1.426477 1.739535 1.422947 0.001195 1.421145 -0.029026 1.421145 0.063415
