14.347557 -4.326743 14.242730 1.015707 14.242730 9.367987 14.347557 3.301323 14.235294 -4.107868 14.235294 1.600594 14.235294 -32.756933 14.242730 17.207958 14.242730 442.035155 14.235294 0.384047 14.347557 4.954123 14.347557 -13.147238 14.235294 -10.888160 14.242730 -1.706039 14.242730 156.633713 14.235294 -2.237201 14.347557 -0.043489 14.347557 1.069558
7.169500 -2.124819 7.163525 0.114756 7.163525 2.778327 7.169500 0.988470 7.153548 -1.502975 7.153548 0.205755 7.153548 -16.764171 7.163525 9.102880 7.163525 111.394210 7.153548 -0.635189 7.169500 2.583918 7.169500 -3.074414 7.153548 -5.395177 7.163525 -0.684935 7.163525 39.636606 7.153548 -0.528106 7.169500 -0.036865 7.169500 0.310660
4.433430 -1.245173 4.481313 -0.056985 4.481313 1.190354 4.433430 0.399955 4.481175 -1.139604 4.481175 0.146341 4.481175 -9.716555 4.481313 6.078050 4.481313 44.034199 4.481175 -0.243927 4.433430 1.685976 4.433430 -1.366288 4.481175 -3.390182 4.481313 -0.419935 4.481313 15.436208 4.481175 -0.158192 4.433430 -0.028452 4.433430 0.137375
3.253138 -0.830712 3.242604 -0.166214 3.242604 0.622878 3.253138 0.173958 3.238566 -0.770892 3.238566 0.095936 3.238566 -7.141967 3.242604 4.270864 3.242604 22.759514 3.238566 -0.429707 3.253138 1.372395 3.253138 -0.733760 3.238566 -2.429876 3.242604 -0.237377 3.242604 8.018773 3.238566 -0.056885 3.253138 -0.026064 3.253138 0.103240
2.541502 -0.604313 2.541535 -0.083990 2.541535 0.369781 2.541502 0.111204 2.540368 -0.591636 2.540368 -0.013791 2.540368 -5.626935 2.541535 3.403519 2.541535 14.210043 2.540368 -0.341679 2.541502 1.041854 2.541502 -0.564980 2.540368 -1.915793 2.541535 -0.186130 2.541535 4.967051 2.540368 0.010591 2.541502 -0.027657 2.541502 0.074168
2.089056 -0.417416 2.090911 -0.055518 2.090911 0.272060 2.089056 0.099044 2.106194 -0.444808 2.106194 -0.043075 2.106194 -4.676583 2.090911 2.921979 2.090911 9.621852 2.106194 -0.169071 2.089056 0.956976 2.089056 -0.417325 2.106194 -1.594463 2.090911 -0.150348 2.090911 3.369311 2.106194 0.030911 2.089056 -0.025538 2.089056 0.066936
1.787201 -0.298214 1.778020 -0.012178 1.778020 0.220938 1.787201 0.069828 1.778578 -0.373680 1.778578 -0.173854 1.778578 -3.858644 1.778020 2.609375 1.778020 6.979863 1.778578 -0.133551 1.787201 0.851292 1.787201 -0.282462 1.778578 -1.362738 1.778020 -0.131024 1.778020 2.438351 1.778578 0.042293 1.787201 -0.031028 1.787201 0.056168
1.421649 -0.140320 1.424956 -0.062498 1.424956 0.136695 1.421649 0.038985 1.427214 -0.281165 1.427214 -0.248442 1.427214 -3.228205 1.424956 2.159377 1.424956 4.632236 1.427214 -0.070997 1.421649 0.739300 1.421649 -0.188805 1.427214 -1.100810 1.424956 -0.091116 1.424956 1.570406 1.427214 0.059503 1.421649 -0.034459 1.421649 0.048835
11.474662 -3.158363 11.388280 0.114485 11.388280 7.063000 11.474662 2.294783 11.369665 -3.077625 11.369665 0.912923 11.369665 -23.821919 11.388280 16.426867 11.388280 270.514305 11.369665 0.355579 11.474662 3.850423 11.474662 -7.844689 11.369665 -8.591298 11.388280 -0.944795 11.388280 99.517155 11.369665 -1.409799 11.474662 0.021744 11.474662 0.724326
5.715979 -1.613184 5.729788 -0.502798 5.729788 1.402102 5.715979 0.638275 5.722977 -1.363474 5.722977 0.327207 5.722977 -12.288107 5.729788 9.371757 5.729788 68.672857 5.722977 -0.479142 5.715979 2.137808 5.715979 -2.226377 5.722977 -4.267461 5.729788 -0.385936 5.729788 25.138942 5.722977 -0.298777 5.715979 -0.010673 5.715979 0.217927
3.546770 -1.040471 3.593079 -0.060088 3.593079 0.584537 3.546770 0.242914 3.571485 -0.830261 3.571485 0.105315 3.571485 -7.507625 3.593079 5.771945 3.593079 27.122153 3.571485 -0.305491 3.546770 1.548262 3.546770 -0.911816 3.571485 -2.687604 3.593079 -0.213858 3.593079 9.844519 3.571485 -0.064429 3.546770 -0.018331 3.546770 0.113321
2.596393 -0.754855 2.575181 -0.073310 2.575181 0.293752 2.596393 0.143410 2.580340 -0.604547 2.580340 0.035458 2.580340 -5.485608 2.575181 4.124658 2.575181 14.092696 2.580340 -0.291796 2.596393 1.106133 2.596393 -0.554248 2.580340 -1.936261 2.575181 -0.139788 2.575181 5.119957 2.580340 0.003870 2.596393 -0.015332 2.596393 0.086500
2.041581 -0.623220 2.032735 -0.080919 2.032735 0.250592 2.041581 0.096948 2.047983 -0.475863 2.047983 0.042536 2.047983 -4.199738 2.032735 3.328784 2.032735 8.894907 2.047983 -0.102448 2.041581 0.963284 2.041581 -0.317752 2.047983 -1.532930 2.032735 -0.114954 2.032735 3.176224 2.047983 0.043629 2.041581 -0.029012 2.041581 0.074988
1.672899 -0.523018 1.671111 -0.020730 1.671111 0.176643 1.672899 0.073935 1.686168 -0.390027 1.686168 0.053492 1.686168 -3.531987 1.671111 2.747331 1.671111 6.097556 1.686168 -0.101405 1.672899 0.861766 1.672899 -0.186214 1.686168 -1.276994 1.671111 -0.092009 1.671111 2.166372 1.686168 0.064865 1.672899 -0.033271 1.672899 0.061591
