14.305699 -4.197748 14.200993 0.041309 14.200993 11.097177 14.305699 2.990009 14.199495 -3.621551 14.199495 1.295477 14.199495 -32.620530 14.200993 18.547824 14.200993 461.770001 14.199495 1.496136 14.305699 6.111354 14.305699 -10.350652 14.199495 -11.319933 14.200993 -1.832145 14.200993 165.325990 14.199495 -1.799903 14.305699 0.380450 14.305699 0.970954
7.154056 -2.305848 7.149760 -0.083475 7.149760 2.805188 7.154056 0.754275 7.146553 -1.607659 7.146553 0.426700 7.146553 -16.023033 7.149760 8.304906 7.149760 117.262456 7.146553 -0.105660 7.154056 3.058349 7.154056 -2.463590 7.146553 -5.703019 7.149760 -1.012146 7.149760 41.775317 7.146553 -0.510329 7.154056 0.166307 7.154056 0.299657
4.441140 -1.387708 4.466281 -0.154312 4.466281 1.135617 4.441140 0.377985 4.468174 -1.050610 4.468174 0.112209 4.468174 -10.547367 4.466281 5.544135 4.466281 44.820209 4.468174 -0.350358 4.441140 1.890963 4.441140 -1.081907 4.468174 -3.590996 4.466281 -0.475270 4.466281 16.237254 4.468174 -0.205760 4.441140 0.098855 4.441140 0.134271
3.251404 -1.077199 3.224546 -0.136134 3.224546 0.603888 3.251404 0.218738 3.224731 -0.863101 3.224731 0.113851 3.224731 -7.240861 3.224546 4.172596 3.224546 23.512348 3.224731 -0.196212 3.251404 1.455883 3.251404 -0.587475 3.224731 -2.569831 3.224546 -0.296233 3.224546 8.453163 3.224731 -0.050815 3.251404 0.071689 3.251404 0.114183
2.536308 -0.911017 2.540499 -0.135959 2.540499 0.398507 2.536308 0.144720 2.537371 -0.682160 2.537371 0.022646 2.537371 -5.908552 2.540499 3.647585 2.540499 14.434352 2.537371 -0.108831 2.536308 1.139395 2.536308 -0.442492 2.537371 -2.031521 2.540499 -0.223528 2.540499 5.229780 2.537371 -0.007948 2.536308 0.044329 2.536308 0.091572
2.089688 -0.821468 2.091437 -0.133206 2.091437 0.283598 2.089688 0.095129 2.098390 -0.569269 2.098390 -0.005587 2.098390 -4.872946 2.091437 2.968689 2.091437 9.907200 2.098390 -0.203155 2.089688 0.966809 2.089688 -0.242027 2.098390 -1.686641 2.091437 -0.183167 2.091437 3.541940 2.098390 0.011347 2.089688 0.022399 2.089688 0.073406
1.778180 -0.751279 1.775815 -0.104349 1.775815 0.184254 1.778180 0.086624 1.779412 -0.436858 1.779412 -0.082617 1.779412 -4.202787 1.775815 2.709884 1.775815 7.329654 1.779412 -0.172328 1.778180 0.854758 1.778180 -0.164949 1.779412 -1.432977 1.775815 -0.146894 1.775815 2.583152 1.779412 0.036241 1.778180 0.008196 1.778180 0.067660
1.425896 -0.731675 1.422213 -0.094306 1.422213 0.136263 1.425896 0.069071 1.425249 -0.358069 1.425249 -0.211111 1.425249 -3.524005 1.422213 2.198237 1.422213 4.799395 1.425249 -0.018855 1.425896 0.687316 1.425896 -0.074256 1.425249 -1.163724 1.422213 -0.131345 1.422213 1.658910 1.425249 0.045741 1.425896 -0.005798 1.425896 0.056323
11.451252 -3.245123 11.372279 -1.064868 11.372279 5.933328 11.451252 1.778355 11.341145 -2.827920 11.341145 0.930077 11.341145 -24.717771 11.372279 18.349184 11.372279 279.884707 11.341145 -0.250173 11.451252 5.078863 11.451252 -6.141601 11.341145 -8.972768 11.372279 -1.243588 11.372279 105.394725 11.341145 -1.574990 11.451252 0.296647 11.451252 0.685180
5.713720 -1.473544 5.707115 -0.635043 5.707115 1.518750 5.713720 0.598300 5.721209 -1.512550 5.721209 0.212753 5.721209 -13.151211 5.707115 9.981514 5.707115 70.255204 5.721209 -0.253048 5.713720 2.449555 5.713720 -1.937610 5.721209 -4.585262 5.707115 -0.411227 5.707115 26.656108 5.721209 -0.340939 5.713720 0.164941 5.713720 0.204625
