180, 3.5, 2154678460.6654086
180, 3.75, 2173819682.6718316
180, 4.0, 2176541032.484644
180, 4.25, 2178915975.403904
180, 4.5, 2181275800.241267
182, 3.5, 2159841637.5025077
182, 3.75, 2164244514.944594
182, 4.0, 2166944994.1756964
182, 4.25, 2169303066.849897
182, 4.5, 2171646453.7970104
184, 3.5, 2157693007.526228
184, 3.75, 2152292256.4518003
184, 4.0, 2154970405.987522
184, 4.25, 2157310500.25821
184, 4.5, 2159636232.142796
186, 3.5, 2150626990.9464316
186, 3.75, 2139160693.0427637
186, 4.0, 2141816052.7880707
186, 4.25, 2144137841.431488
186, 4.5, 2146445522.9474502
188, 3.5, 2140513339.7041054
188, 3.75, 2125725329.5456266
188, 4.0, 2128358128.2737072
188, 4.25, 2130661821.2638667
188, 4.5, 2132951622.7923963
190, 3.5, 2128761977.2300668
190, 3.75, 2112585898.3147967
190, 4.0, 2115196792.8416507
190, 4.25, 2117482932.3812912
190, 4.5, 2119755374.6275485
192, 3.5, 2116388144.2778552
192, 3.75, 2100113003.0439312
192, 4.0, 2102702866.9830503
192, 4.25, 2104972161.4847708
192, 4.5, 2107227941.2686956
194, 3.5, 2104077868.7003772
194, 3.75, 2088494910.7478232
194, 4.0, 2091064673.1129744
194, 4.25, 2093317870.32304
194, 4.5, 2095557727.8732762
196, 3.5, 2092253776.8937347
196, 3.75, 2077784504.7112646
196, 4.0, 2080335038.648245
196, 4.25, 2082572838.1155872
196, 4.5, 2084797466.2258554
198, 3.5, 2081141224.7457054
198, 3.75, 2067946408.4400291
198, 4.0, 2070478470.2607532
198, 4.25, 2072701475.2629008
198, 4.5, 2074911470.5423303
200, 3.5, 2070834090.5601766
200, 3.75, 2058904142.5691054
200, 4.0, 2061418359.4742594
200, 4.25, 2063627067.0218403
200, 4.5, 2065822921.4540634
202, 3.5, 2061352868.4098039
202, 3.75, 2050580778.1622977
202, 4.0, 2053077674.7253683
202, 4.25, 2055272495.8245113
202, 4.5, 2057454619.6062622
204, 3.5, 2052674700.2908206
204, 3.75, 2042913210.3564048
204, 4.0, 2045393245.0484395
204, 4.25, 2047574533.2649608
204, 4.5, 2049743285.3690193
206, 3.5, 2044643286.1460137
206, 3.75, 2035747174.2392013
206, 4.0, 2038210768.75293
206, 4.25, 2040378843.910847
206, 4.5, 2042534556.3704233
208, 3.5, 2037496441.5712879
208, 3.75, 2029349923.9010272
208, 4.0, 2031797483.6391253
208, 4.25, 2033952649.3554268
208, 4.5, 2036095643.907961
210, 3.5, 2030846525.6019118
210, 3.75, 2023375726.328507
210, 4.0, 2025807651.6592736
210, 4.25, 2027950206.3589618
210, 4.5, 2030080803.0900257
212, 3.5, 2024723797.173176
212, 3.75, 2017894224.8394513
212, 4.0, 2020310912.7221308
212, 4.25, 2022441153.777065
212, 4.5, 2024559671.404182
214, 3.5, 2019072648.1243448
214, 3.75, 2012871616.0874202
214, 4.0, 2015273451.6681108
214, 4.25, 2017391672.3024669
214, 4.5, 2019498419.737574
216, 3.5, 2013866748.904807
216, 3.75, 2008270672.9951806
216, 4.0, 2010658010.7729843
216, 4.25, 2012764489.377441
216, 4.5, 2014859748.2056386
218, 3.5, 2009121098.9466228
218, 3.75, 2004047601.8230114
218, 4.0, 2006420735.9848032
218, 4.25, 2008515717.4808803
218, 4.5, 2010599714.9920483
220, 3.5, 2004904129.108402
220, 3.75, 2000148877.0607662
220, 4.0, 2002508000.5817132
220, 4.25, 2004591669.4769936
220, 4.5, 2006664541.8857946
