1,11033529.0000
2,12287806.0000
3,9111016.0000
4,6576040.0000
5,5622104.5000
6,9809915.0000
7,7420787.0000
8,4396385.0000
9,13000410.0000
10,4623223.0000
11,17843834.0000
12,11256086.0000
13,10894510.0000
14,4950548.5000
15,3683267.5000
16,5583325.5000
17,6879522.5000
18,11579471.0000
19,2890186.7500
20,2229268.5000
21,2048456.5000
22,2031920.0000
23,2483563.5000
24,5257206.5000
25,2464818.7500
26,4069073.5000
27,2468793.5000
28,2468831.2500
29,10941675.0000
30,9284082.0000
31,4518721.5000
32,8843674.0000
33,3959980.5000
34,10929246.0000
35,11994619.0000
36,5918922.0000
37,8530569.0000
38,11783033.0000
39,4097489.5000
40,10742254.0000
41,7226670.0000
42,4092181.0000
43,10773478.0000
44,4481737.0000
45,6104509.0000
46,10380864.0000
47,4173417.7500
48,4325759.0000
49,10625644.0000
50,2465047.0000
51,2175831.2500
52,2032513.0000
53,2653795.2500
54,4422288.0000
55,3119532.2500
56,3790119.0000
57,2738922.5000
58,8263164.5000
59,8542030.0000
60,4216485.0000
61,4150138.0000
62,10734418.0000
63,6136162.5000
64,5708114.0000
65,4166882.0000
66,9397347.0000
67,10621347.0000
68,4358655.5000
69,4173125.2500
70,15856223.0000
71,14739020.0000
72,12619097.0000
73,5510796.5000
74,5460626.0000
75,4194351.0000
76,3085708.7500
77,2710865.5000
78,2046579.5000
79,2092804.3750
80,2459239.7500
81,2425113.5000
82,2427193.0000
83,2552594.2500
84,5883143.0000
85,4567587.0000
86,11701783.0000
87,6413652.5000
88,6278257.0000
89,6282544.0000
90,11795514.0000
91,10537293.0000
92,4162411.0000
93,13016580.0000
94,5840222.5000
95,10888486.0000
96,3397295.7500
97,4273099.0000
98,4160036.7500
99,13467910.0000
100,10466231.0000
