180, 3.5, 2154678460.6654086
180, 3.7, 2164313645.8632903
180, 3.9, 2179759587.463703
180, 4.1, 2175890480.168
180, 4.3, 2179607915.2694116
180, 4.5, 2181005943.028257
180, 4.5, 2181275800.241267
182, 3.5, 2159841637.5025077
182, 3.7, 2155220166.0083776
182, 3.9, 2170064551.659853
182, 4.1, 2166327591.9136157
182, 4.3, 2169980694.265972
182, 4.5, 2171379162.8637257
182, 4.5, 2171646453.7970104
184, 3.5, 2157693007.526228
184, 3.7, 2143664409.698898
184, 3.9, 2157990351.0240674
184, 4.1, 2154385738.0868187
184, 4.3, 2157976337.2769628
184, 4.5, 2159373145.5678673
184, 4.5, 2159636232.142796
186, 3.5, 2150626990.9464316
186, 3.7, 2130857555.4680996
186, 3.9, 2144739133.3598006
186, 4.1, 2141262727.4988763
186, 4.3, 2144794037.4060764
186, 4.5, 2146187670.6007473
186, 4.5, 2146445522.9474502
188, 3.5, 2140513339.7041054
188, 3.7, 2117687669.5700328
188, 3.9, 2131189267.3209567
188, 4.1, 2127834147.4191964
188, 4.3, 2131310166.235871
188, 4.5, 2132699570.2195609
188, 4.5, 2132951622.7923963
190, 3.5, 2128761977.2300668
190, 3.7, 2104766084.6979146
190, 3.9, 2117942096.9008331
190, 4.1, 2114699858.731584
190, 4.3, 2118124876.45719
190, 4.5, 2119509347.9271605
190, 4.5, 2119755374.6275485
192, 3.5, 2116388144.2778552
192, 3.7, 2092473913.1622818
192, 3.9, 2105368832.029797
192, 4.1, 2102230626.4272342
192, 4.3, 2105608840.26479
192, 4.5, 2106987932.9059258
192, 4.5, 2107227941.2686956
194, 3.5, 2104077868.7003772
194, 3.7, 2081008707.4000483
194, 3.9, 2093657588.2523968
194, 4.1, 2090614898.333332
194, 4.3, 2093950136.4470074
194, 4.5, 2095323583.3685799
194, 4.5, 2095557727.8732762
196, 3.5, 2092253776.8937347
196, 3.7, 2070431280.5806777
196, 3.9, 2082860588.348752
196, 4.1, 2079905744.8708684
196, 4.3, 2083201298.9917846
196, 4.5, 2084568951.652028
196, 4.5, 2084797466.2258554
198, 3.5, 2081141224.7457054
198, 3.7, 2060712697.3928583
198, 3.9, 2072941535.9033844
198, 4.1, 2070067969.7246897
198, 4.3, 2073326537.016342
198, 4.5, 2074688320.7596524
198, 4.5, 2074911470.5423303
200, 3.5, 2070834090.5601766
200, 3.7, 2051781299.1889024
200, 3.9, 2063823020.7820716
200, 4.1, 2061025251.3819766
200, 4.3, 2064248984.2309885
200, 4.5, 2065604869.071555
200, 4.5, 2065822921.4540634
202, 3.5, 2061352868.4098039
202, 3.7, 2043563293.2454302
202, 3.9, 2055427379.3169057
202, 4.1, 2052700781.1794777
202, 4.3, 2055891424.1325943
202, 4.5, 2057241407.0047355
202, 4.5, 2057454619.6062622
204, 3.5, 2052674700.2908206
204, 3.7, 2035997228.6491728
204, 3.9, 2047691014.147362
204, 4.1, 2045031536.763864
204, 4.3, 2048190576.0670607
204, 4.5, 2049534669.2236073
204, 4.5, 2049743285.3690193
206, 3.5, 2044643286.1460137
206, 3.7, 2028929377.4763856
206, 3.9, 2040459358.2995458
206, 4.1, 2037863307.390477
206, 4.3, 2040992087.807568
206, 4.5, 2042330310.4308805
206, 4.5, 2042534556.3704233
208, 3.5, 2037496441.5712879
208, 3.7, 2022626792.7369819
208, 3.9, 2033999494.7526162
208, 4.1, 2031463382.7087457
208, 4.3, 2034563187.860438
208, 4.5, 2035895560.4577835
208, 4.5, 2036095643.907961
210, 3.5, 2030846525.6019118
210, 3.7, 2016743182.9587748
210, 3.9, 2027965590.3270833
210, 4.1, 2025486055.9660342
210, 4.3, 2028558151.726179
210, 4.5, 2029884693.0807717
210, 4.5, 2030080803.0900257
212, 3.5, 2024723797.173176
212, 3.7, 2011500303.8525443
212, 3.9, 2022427198.580958
212, 4.1, 2020000996.3325882
212, 4.3, 2023046636.8104842
212, 4.5, 2024367363.2609046
212, 4.5, 2024559671.404182
214, 3.5, 2019072648.1243448
214, 3.7, 2006406291.6563869
214, 3.9, 2017350375.727689
214, 4.1, 2014974434.3798234
214, 4.3, 2017994830.0088937
214, 4.5, 2019309756.830961
214, 4.5, 2019498419.737574
216, 3.5, 2013082661.2694838
216, 3.7, 2001882529.1947012
216, 3.9, 2012697641.920697
216, 4.1, 2010369193.0748844
216, 4.3, 2013365440.3195856
216, 4.5, 2014674584.9861002
216, 4.5, 2014859748.2056386
218, 3.5, 2009121098.9466228
218, 3.7, 1997734435.3184614
218, 3.9, 2008424776.0962055
218, 4.1, 2006141552.5011287
218, 4.3, 2009114524.6855698
218, 4.5, 2010417911.780663
218, 4.5, 2010599714.9920483
220, 3.5, 2004904129.108402
220, 3.7, 1993911919.143323
220, 3.9, 2004477588.0491905
220, 4.1, 2002238091.9970474
220, 4.3, 2005188290.7505398
220, 4.5, 2006485958.3166904
220, 4.5, 2006664541.8857946
