1,0.1382
2,0.4987
3,0.7972
4,0.8413
5,1.4992
6,1.5449
7,1.8425
8,2.0539
9,2.1806
10,2.2544
11,2.6907
12,3.2377
13,3.5081
14,4.3704
15,4.5800
16,5.3508
17,5.3555
18,5.8062
19,5.9799
20,6.4678
21,6.4689
22,6.5466
23,6.6589
24,6.6795
25,6.7995
26,6.8010
27,6.8610
28,7.0275
29,7.1348
30,7.7678
31,7.9671
32,9.3839
33,10.0893
34,10.2961
35,10.5881
36,11.3613
37,11.3665
38,14.4242
39,14.6746
40,15.8416
41,16.5785
42,19.3022
43,19.3317
44,21.5656
45,21.8698
46,22.2047
47,23.4275
48,24.8018
49,24.9876
50,25.6025
51,25.6110
52,25.8283
53,25.8752
54,25.8757
55,25.8877
56,25.9308
57,25.9318
58,27.8557
59,28.8543
60,31.1304
61,31.4018
62,37.8865
63,37.9759
64,38.5841
65,42.3602
66,43.1664
67,45.1889
68,45.1948
69,45.4632
70,46.4819
71,47.2788
72,49.1444
73,51.0478
74,52.5136
75,55.1620
76,56.0334
77,58.2206
78,58.2229
79,58.3248
80,58.3796
81,58.3872
82,58.3951
83,59.3325
84,60.0086
85,60.5487
86,62.7625
87,64.5974
88,64.6914
89,65.3707
90,67.7512
91,70.4141
92,74.7815
93,75.0946
94,78.9946
95,84.4437
96,85.0938
97,85.7250
98,89.5264
99,92.8614
100,96.4472
