1,134920757248.0000
2,0.0000
3,27.3577
4,0.0000
5,0.0000
6,0.0000
7,20179449856.0000
8,0.0000
9,0.0000
10,56.0535
11,0.0000
12,43879956480.0000
13,0.0000
14,0.0000
15,33505603584.0000
16,0.0000
17,20089018368.0000
18,195.5866
19,101418147840.0000
20,0.0000
21,0.0000
22,0.0000
23,0.0000
24,0.0000
25,17.0222
26,0.9157
27,78818.6250
28,0.0000
29,0.0000
30,146.7829
31,0.0000
32,134970204160.0000
33,7.5695
34,0.0000
35,19.2249
36,47253446656.0000
37,0.0000
38,0.0000
39,0.0001
40,0.0000
41,110891248.0000
42,218501712.0000
43,0.0000
44,6.3308
45,134276320.0000
46,0.0000
47,1218601216.0000
48,9.0004
49,0.0000
50,97621584.0000
51,1.7497
52,0.0000
53,0.0000
54,0.0000
55,0.0000
56,2.8593
57,18904262.0000
58,0.1458
59,0.0000
60,58407340.0000
61,0.0000
62,0.5313
63,0.0000
64,0.0000
65,0.0000
66,0.0000
67,0.5278
68,613185.3750
69,0.0000
70,40441272.0000
71,0.0000
72,6.7695
73,284775680.0000
74,0.0000
75,0.0000
76,0.0000
77,6.1677
78,0.0000
79,0.0000
80,0.0000
81,0.0000
82,0.0770
83,39215264.0000
84,3305027328.0000
85,7462.7271
86,0.0000
87,1719905152.0000
88,9833.3496
89,0.0000
90,0.0000
91,50067824.0000
92,0.0000
93,9.0321
94,0.0000
95,1578569600.0000
96,0.0000
97,9.9394
98,0.0000
99,1041535616.0000
100,57.6403
