1,0.0000
2,234210.1094
3,0.0000
4,0.0024
5,0.0001
6,0.0000
7,0.0000
8,215458.1875
9,11916.5029
10,0.0000
11,30004352.0000
12,0.0000
13,0.5076
14,0.0001
15,0.0000
16,219928.2031
17,0.0000
18,0.0000
19,0.0000
20,6483.2539
21,0.0000
22,82895.0625
23,0.0015
24,0.0000
25,0.0036
26,0.0000
27,0.0000
28,123.6912
29,0.0000
30,5732833.0000
31,5.6936
32,0.0000
33,0.0000
34,0.0000
35,0.0000
36,7391.2222
37,0.0000
38,24.7509
39,0.0000
40,0.0120
41,0.0000
42,0.0000
43,0.0000
44,0.0000
45,11951.2129
46,0.0000
47,0.0000
48,0.0000
49,16.0159
50,0.0000
51,0.0000
52,27261.7305
53,0.0000
54,14.2231
55,0.0000
56,0.0000
57,0.0000
58,0.0000
59,0.0317
60,0.0000
61,0.0001
62,24416.4395
63,0.0000
64,6.2921
65,0.0000
66,2856.2498
67,0.0021
68,0.0000
69,0.0000
70,2900993.2500
71,13.4532
72,0.7538
73,0.0000
74,0.0000
75,0.0678
76,0.0000
77,0.0015
78,3.9646
79,0.0000
80,0.0000
81,73633.2422
82,0.0000
83,0.0001
84,0.0000
85,1224.3971
86,0.0000
87,0.0000
88,0.0000
89,0.0210
90,0.0000
91,6611244.5000
92,0.0000
93,95.4397
94,0.0000
95,0.0000
96,0.0000
97,0.0108
98,0.0016
99,0.0000
100,2095.0737
