1,-112.2209
2,0.0000
3,-0.0018
4,0.0000
5,-0.0000
6,-0.0000
7,0.0000
8,-78.9187
9,0.0000
10,-0.0057
11,0.0000
12,-0.0000
13,76.5142
14,0.0000
15,0.0000
16,141.7752
17,0.0000
18,-0.0021
19,0.0000
20,-223.8412
21,-0.0000
22,-0.0000
23,-0.0000
24,4.0761
25,0.0000
26,0.0005
27,-2.8426
28,0.0021
29,-0.0000
30,168.0103
31,-0.0000
32,0.0017
33,-0.0015
34,0.0000
35,27.3006
36,-0.0169
37,-0.0000
38,0.0004
39,-3.7207
40,-0.0003
41,-0.0000
42,-0.0000
43,-7.4951
44,2.2137
45,0.0000
46,0.0000
47,-13.9247
48,-0.0053
49,16.1813
50,0.0000
51,0.0019
52,0.0000
53,-0.0000
54,0.0000
55,-0.0000
56,-0.0014
57,3.4844
58,0.0000
59,0.0000
60,0.0000
61,0.0013
62,-8.9026
63,-0.0000
64,0.0007
65,-0.0000
66,-0.0000
67,0.0000
68,-1.7066
69,-0.0000
70,-0.0000
71,6.7618
72,0.0000
73,10.7055
74,0.0495
75,-0.0000
76,0.0000
77,-0.0032
78,-0.0000
79,-0.0000
80,-0.0000
81,-0.0000
82,-0.0017
83,7.7449
84,-49.8583
85,0.0000
86,-0.0013
87,-0.0000
88,-24.9649
89,-0.0000
90,-0.0407
91,19.1752
92,-0.0004
93,0.0000
94,-0.0000
95,39.1315
96,-0.0000
97,0.0002
98,26.7661
99,-0.0000
100,0.0004
